=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.06.18 14:58:48 =~=~=~=~=~=~=~=~=~=~=~=
162,34.25,1.496
163,34.31,1.501
164,34.38,1.492
165,34.50,1.493
166,34.56,1.486
167,34.69,1.480
168,34.75,1.478
169,34.88,1.472
170,34.94,1.476
171,35.06,1.472
172,35.12,1.464
173,35.25,1.465
174,35.31,1.459
175,35.38,1.466
176,35.50,1.451
177,35.56,1.458
178,35.75,1.442
179,35.81,1.443
180,35.88,1.438
181,35.94,1.436
182,36.12,1.436
183,36.19,1.420
184,36.31,1.432
185,36.38,1.422
186,36.50,1.430
187,36.62,1.422
188,36.75,1.418
189,36.81,1.420
190,36.94,1.406
191,37.06,1.406
192,37.12,1.397
193,37.25,1.401
194,37.31,1.390
195,37.44,1.404
196,37.56,1.381
197,37.69,1.384
198,37.81,1.374
199,37.88,1.371
200,38.00,1.382
201,38.12,1.366
202,38.19,1.368
203,38.31,1.361
204,38.44,1.363
205,38.50,1.363
206,38.62,1.349
207,38.75,1.343
208,38.88,1.346
209,39.00,1.350
210,39.12,1.326
211,39.25,1.331
212,39.31,1.327
213,39.44,1.323
214,39.62,1.329
215,39.69,1.313
216,39.81,1.310
217,39.94,1.303
218,40.06,1.301
219,40.19,1.310
220,40.25,1.300
221,40.38,1.305
222,40.50,1.297
223,40.62,1.289
224,40.75,1.268
225,40.88,1.275
226,41.00,1.277
227,41.12,1.279
228,41.25,1.272
229,41.38,1.276
230,41.50,1.264
231,41.62,1.252
232,41.75,1.252
233,41.88,1.258
234,42.00,1.253
235,42.06,1.238
236,42.19,1.241
237,42.38,1.237
238,42.50,1.237
239,42.56,1.237
240,42.75,1.234
241,42.81,1.225
242,42.94,1.229
243,43.06,1.227
244,43.25,1.214
245,43.38,1.206
246,43.50,1.217
247,43.62,1.201
248,43.75,1.204
249,43.88,1.189
250,44.00,1.193
251,44.12,1.195
252,44.19,1.190
253,44.38,1.177
254,44.50,1.182
255,44.62,1.177
256,44.75,1.169
257,44.88,1.174
258,45.00,1.164
259,45.12,1.159
260,45.25,1.158
261,45.38,1.152
262,45.50,1.144
263,45.62,1.139
264,45.75,1.133
265,45.94,1.135
266,46.06,1.126
267,46.12,1.127
268,46.25,1.123
269,46.44,1.116
270,46.56,1.123
271,46.69,1.117
272,46.81,1.106
273,46.94,1.111
274,47.12,1.108
275,47.25,1.104
276,47.38,1.090
277,47.50,1.085
278,47.62,1.084
279,47.75,1.089
280,47.88,1.079
281,48.00,1.067
282,48.19,1.065
283,48.31,1.065
284,48.44,1.061
285,48.56,1.061
286,48.69,1.065
287,48.81,1.053
288,49.00,1.055
289,49.12,1.048
290,49.25,1.043
291,49.38,1.036
292,49.50,1.035
293,49.62,1.031
294,49.81,1.023
295,49.94,1.021
296,50.06,1.027
297,50.19,1.015
298,50.38,1.013
299,50.44,1.010
300,50.62,1.002
301,50.75,1.003
302,50.88,0.999
303,51.06,0.990
304,51.12,0.993
305,51.31,0.994
306,51.44,0.983
307,51.56,0.981
308,51.69,0.975
309,51.88,0.972
310,51.94,0.977
311,52.12,0.951
312,52.25,0.969
313,52.38,0.965
314,52.50,0.950
315,52.62,0.949
316,52.75,0.947
317,52.94,0.950
318,53.00,0.940
319,53.12,0.940
320,53.25,0.936
321,53.44,0.931
322,53.56,0.930
323,53.69,0.922
324,53.81,0.929
325,53.94,0.916
326,54.06,0.923
327,54.25,0.919
328,54.31,0.905
329,54.50,0.907
330,54.62,0.905
331,54.69,0.906
332,54.88,0.897
333,55.00,0.895
334,55.12,0.897
335,55.25,0.884
336,55.38,0.890
337,55.50,0.881
338,55.62,0.882
339,55.75,0.872
340,55.94,0.879
341,56.06,0.867
342,56.12,0.865
343,56.31,0.864
344,56.44,0.858
345,56.56,0.861
346,56.69,0.861
347,56.81,0.859
348,56.94,0.845
349,57.06,0.852
350,57.19,0.843
351,57.31,0.839
352,57.44,0.840
353,57.56,0.833
354,57.69,0.832
355,57.81,0.833
356,57.94,0.832
357,58.06,0.820
358,58.25,0.826
359,58.31,0.826
360,58.50,0.817
361,58.62,0.814
362,58.69,0.816
363,58.81,0.808
364,58.94,0.810
365,59.06,0.808
366,59.19,0.800
367,59.31,0.797
368,59.44,0.799
369,59.56,0.791
370,59.69,0.790
371,59.75,0.794
372,59.94,0.784
373,60.06,0.792
374,60.19,0.781
375,60.31,0.782
376,60.38,0.781
377,60.56,0.774
378,60.69,0.771
379,60.81,0.770
380,60.88,0.780
381,61.00,0.770
382,61.19,0.759
383,61.25,0.758
384,61.44,0.751
385,61.50,0.754
386,61.62,0.751
387,61.75,0.755
388,61.88,0.751
389,62.00,0.743
390,62.06,0.746
391,62.19,0.743
392,62.31,0.737
393,62.44,0.740
394,62.56,0.729
395,62.69,0.733
396,62.81,0.733
397,62.94,0.723
398,63.06,0.722
399,63.12,0.719
400,63.31,0.724
401,63.38,0.712
402,63.50,0.719
403,63.62,0.713
404,63.75,0.705
405,63.81,0.712
406,64.00,0.704
407,64.06,0.704
408,64.19,0.704
409,64.31,0.696
410,64.38,0.703
411,64.50,0.698
412,64.62,0.692
413,64.75,0.690
414,64.81,0.688
415,64.94,0.691
416,65.06,0.686
417,65.19,0.684
418,65.25,0.683
419,65.38,0.682
420,65.50,0.679
421,65.56,0.678
422,65.69,0.670
423,65.81,0.672
424,65.88,0.675
425,66.00,0.664
426,66.06,0.662
427,66.19,0.662
428,66.25,0.664
429,66.38,0.662
430,66.50,0.658
431,66.56,0.652
432,66.69,0.655
433,66.88,0.654
434,66.94,0.655
435,67.00,0.647
436,67.12,0.652
437,67.19,0.648
438,67.31,0.645
439,67.44,0.645
440,67.50,0.638
441,67.62,0.639
442,67.75,0.638
443,67.88,0.637
444,67.94,0.634
445,68.06,0.629
446,68.12,0.632
447,68.25,0.629
448,68.38,0.625
449,68.44,0.616
450,68.56,0.625
451,68.69,0.617
452,68.75,0.616
453,68.81,0.618
454,68.94,0.616
455,69.00,0.613
456,69.12,0.614
457,69.25,0.613
458,69.38,0.608
459,69.44,0.610
460,69.50,0.604
461,69.62,0.607
462,69.75,0.602
463,69.81,0.595
464,69.94,0.600
465,70.00,0.601
466,70.12,0.591
467,70.19,0.596
468,70.31,0.592
469,70.38,0.589
470,70.50,0.587
471,70.56,0.604
472,70.69,0.585
473,70.75,0.587
474,70.88,0.583
475,70.94,0.579
476,71.06,0.577
477,71.19,0.577
478,71.25,0.582
479,71.31,0.579
480,71.44,0.574
481,71.50,0.571
482,71.62,0.571
483,71.69,0.573
484,71.81,0.566
485,71.88,0.566
486,72.00,0.565
487,72.06,0.565
488,72.19,0.567
489,72.25,0.574
490,72.38,0.562
491,72.44,0.562
492,72.50,0.559
493,72.62,0.558
494,72.69,0.558
495,72.75,0.556
496,72.88,0.553
497,72.94,0.550
498,73.06,0.550
499,73.12,0.546
500,73.25,0.543
501,73.31,0.542
502,73.44,0.543
503,73.50,0.545
504,73.62,0.538
505,73.69,0.538
506,73.75,0.536
507,73.81,0.536
508,73.94,0.536
509,74.00,0.531
510,74.12,0.539
511,74.19,0.532
512,74.25,0.531
513,74.38,0.531
514,74.44,0.526
515,74.50,0.529
516,74.56,0.530
517,74.69,0.524
518,74.75,0.525
519,74.81,0.519
520,74.88,0.522
521,74.94,0.525
522,75.06,0.523
523,75.12,0.520
524,75.19,0.519
525,75.25,0.520
526,75.31,0.518
527,75.38,0.515
528,75.50,0.513
529,75.56,0.516
530,75.62,0.511
531,75.75,0.513
532,75.81,0.509
533,75.88,0.509
534,75.94,0.506
535,76.06,0.504
536,76.06,0.507
537,76.19,0.504
538,76.25,0.500
539,76.31,0.492
540,76.38,0.504
541,76.44,0.499
542,76.56,0.498
543,76.62,0.499
544,76.69,0.499
545,76.75,0.498
546,76.81,0.496
547,76.88,0.489
548,77.00,0.493
549,77.00,0.491
550,77.12,0.487
551,77.19,0.495
552,77.25,0.486
553,77.31,0.488
554,77.38,0.491
555,77.44,0.482
556,77.50,0.487
557,77.62,0.484
558,77.69,0.488
559,77.75,0.484
560,77.81,0.484
561,77.94,0.482
562,77.94,0.483
563,78.00,0.480
564,78.06,0.479
565,78.12,0.483
566,78.19,0.480
567,78.25,0.475
568,78.31,0.479
569,78.38,0.473
570,78.44,0.496
571,78.50,0.472
572,78.56,0.469
573,78.62,0.471
574,78.69,0.473
575,78.75,0.466
576,78.81,0.467
577,78.88,0.467
578,78.94,0.465
579,79.00,0.467
580,79.06,0.464
581,79.12,0.466
582,79.19,0.460
583,79.25,0.461
584,79.31,0.463
585,79.38,0.466
586,79.38,0.464
587,79.44,0.464
588,79.50,0.454
589,79.56,0.461
590,79.56,0.458
591,79.69,0.457
592,79.69,0.459
593,79.75,0.459
594,79.81,0.459
595,79.88,0.455
596,79.94,0.455
597,80.00,0.458
598,80.06,0.452
599,80.06,0.455
600,80.12,0.446
601,80.19,0.453
602,80.25,0.451
603,80.31,0.451
604,80.38,0.449
605,80.38,0.448
606,80.44,0.447
607,80.50,0.447
608,80.56,0.446
609,80.56,0.450
610,80.62,0.450
611,80.69,0.449
612,80.69,0.447
613,80.81,0.445
614,80.81,0.450
615,80.88,0.442
616,80.88,0.445
617,80.94,0.435
618,81.00,0.444
619,81.06,0.442
620,81.12,0.443
621,81.12,0.443
622,81.19,0.439
623,81.25,0.438
624,81.31,0.436
625,81.38,0.441
626,81.38,0.438
627,81.44,0.440
628,81.50,0.437
629,81.50,0.434
630,81.56,0.430
631,81.62,0.438
632,81.69,0.430
633,81.75,0.436
634,81.81,0.432
635,81.81,0.434
636,81.88,0.433
637,81.88,0.440
638,81.94,0.430
639,82.00,0.429
640,82.06,0.426
641,82.12,0.432
642,82.12,0.432
643,82.19,0.427
644,82.19,0.430
645,82.25,0.428
646,82.31,0.429
647,82.38,0.425
648,82.44,0.426
649,82.44,0.434
650,82.50,0.427
651,82.56,0.423
652,82.56,0.430
653,82.62,0.426
654,82.69,0.424
655,82.69,0.422
656,82.75,0.425
657,82.75,0.422
658,82.81,0.421
659,82.88,0.425
660,82.94,0.421
661,82.94,0.412
662,83.00,0.423
663,83.06,0.421
664,83.06,0.417
665,83.12,0.417
666,83.19,0.421
667,83.19,0.414
668,83.25,0.417
669,83.25,0.421
670,83.31,0.417
671,83.31,0.413
672,83.38,0.413
673,83.38,0.415
674,83.50,0.420
675,83.50,0.413
676,83.50,0.412
677,83.56,0.414
678,83.62,0.413
679,83.62,0.412
680,83.62,0.412
681,83.69,0.412
682,83.75,0.413
683,83.75,0.413
684,83.81,0.412
685,83.81,0.412
686,83.81,0.412
687,83.88,0.412
688,83.94,0.413
689,83.94,0.412
690,83.94,0.412
691,84.00,0.412
692,84.06,0.412
693,84.06,0.412
694,84.12,0.412
695,84.12,0.412
696,84.19,0.412
697,84.25,0.412
698,84.25,0.412
699,84.31,0.412
700,84.38,0.412
701,84.38,0.412
702,84.38,0.412
703,84.44,0.412
704,84.50,0.411
705,84.56,0.412
706,84.56,0.412
707,84.56,0.409
708,84.62,0.410
709,84.69,0.412
710,84.69,0.408
711,84.75,0.406
712,84.75,0.405
713,84.81,0.390
714,84.81,0.405
715,84.88,0.409
716,84.88,0.408
717,84.94,0.406
718,84.94,0.409
719,85.00,0.408
720,85.00,0.409
721,85.06,0.407
722,85.06,0.406
723,85.06,0.408
724,85.06,0.406
725,85.12,0.407
726,85.12,0.405
727,85.12,0.406
728,85.19,0.404
729,85.19,0.407
730,85.19,0.407
731,85.25,0.405
732,85.25,0.404
733,85.31,0.403
734,85.31,0.401
735,85.38,0.403
736,85.44,0.401
737,85.44,0.401
738,85.44,0.377
739,85.50,0.403
740,85.50,0.398
741,85.56,0.400
742,85.56,0.403
743,85.56,0.396
744,85.62,0.402
745,85.62,0.400
746,85.62,0.401
747,85.69,0.401
748,85.69,0.400
749,85.69,0.392
750,85.69,0.398
751,85.75,0.397
752,85.75,0.396
753,85.75,0.399
754,85.81,0.400
755,85.81,0.402
756,85.81,0.396
757,85.81,0.396
758,85.88,0.396
759,85.88,0.395
760,85.88,0.401
761,85.94,0.396
762,85.94,0.412
763,86.00,0.398
764,86.00,0.395
765,86.00,0.396
766,86.06,0.395
767,86.06,0.396
768,86.12,0.392
769,86.06,0.394
770,86.12,0.396
771,86.12,0.396
772,86.19,0.397
773,86.19,0.395
774,86.19,0.397
775,86.19,0.394
776,86.25,0.390
777,86.25,0.395
778,86.25,0.395
779,86.25,0.390
780,86.25,0.396
781,86.31,0.396
782,86.31,0.391
783,86.31,0.396
784,86.38,0.391
785,86.44,0.393
786,86.50,0.389
787,86.50,0.392
788,86.56,0.389
789,86.56,0.395
790,86.56,0.391
791,86.62,0.391
792,86.69,0.391
793,86.69,0.387
794,86.75,0.392
795,86.81,0.392
796,86.88,0.388
797,86.88,0.388
798,86.94,0.389
799,87.00,0.388
800,87.00,0.387
801,87.06,0.388
802,87.19,0.390
803,87.25,0.388
804,87.31,0.384
805,87.31,0.380
806,87.38,0.384
807,87.50,0.389
808,87.56,0.387
809,87.56,0.377
810,87.62,0.384
811,87.69,0.384
812,87.75,0.383
813,87.81,0.386
814,87.81,0.380
815,87.88,0.377
816,87.94,0.381
817,88.06,0.379
818,88.12,0.378
819,88.19,0.376
820,88.25,0.379
821,88.31,0.375
822,88.31,0.375
823,88.38,0.379
824,88.38,0.372
825,88.44,0.377
826,88.50,0.376
827,88.56,0.372
828,88.62,0.372
829,88.69,0.371
830,88.75,0.372
831,88.75,0.368
832,88.88,0.372
833,88.94,0.370
834,89.00,0.374
835,89.00,0.369
836,89.12,0.375
837,89.19,0.365
838,89.25,0.366
839,89.25,0.364
840,89.31,0.367
841,89.38,0.362
842,89.44,0.363
843,89.50,0.363
844,89.62,0.361
845,89.62,0.362
846,89.69,0.362
847,89.75,0.359
848,89.81,0.358
849,89.88,0.363
850,89.94,0.359
851,90.00,0.357
852,90.00,0.356
853,90.06,0.358
854,90.12,0.356
855,90.19,0.356
856,90.25,0.357
857,90.31,0.355
858,90.38,0.356
859,90.44,0.355
860,90.50,0.355
861,90.50,0.368
862,90.56,0.351
863,90.62,0.350
864,90.69,0.346
865,90.69,0.352
866,90.75,0.353
867,90.81,0.351
868,90.81,0.351
869,90.88,0.351
870,90.94,0.347
871,91.00,0.342
872,91.06,0.343
873,91.12,0.348
874,91.19,0.346
875,91.25,0.347
876,91.25,0.351
877,91.31,0.347
878,91.31,0.347
879,91.38,0.347
880,91.44,0.348
881,91.50,0.347
882,91.56,0.347
883,91.56,0.342
884,91.62,0.344
885,91.62,0.348
886,91.69,0.345
887,91.69,0.342
888,91.69,0.345
889,91.75,0.341
890,91.81,0.343
891,91.88,0.342
892,91.94,0.342
893,92.00,0.340
894,92.00,0.340
895,92.06,0.338
896,92.06,0.343
897,92.06,0.338
898,92.06,0.338
899,92.06,0.333
900,92.12,0.338
901,92.12,0.342
902,92.12,0.338
903,92.19,0.343
904,92.25,0.338
905,92.31,0.340
906,92.38,0.342
907,92.38,0.337
908,92.38,0.338
909,92.50,0.338
910,92.56,0.338
911,92.62,0.334
912,92.62,0.338
913,92.69,0.334
914,92.69,0.334
915,92.69,0.330
916,92.62,0.332
917,92.69,0.337
918,92.75,0.332
919,92.81,0.335
920,92.88,0.334
921,93.00,0.336
922,93.06,0.334
923,93.06,0.335
924,93.06,0.332
925,93.12,0.333
9
